chr	start	end	gene_id	strand	PAS
chr1	179816183	179818191	ENSG00000229407.5	-	179816183
chr1	179953183	179954705	ENSG00000260360.2	-	179953183
chr1	180509379	180566523	ENSG00000236719.5	+	180566523
chr1	180906650	180909166	ENSG00000225857.5	+	180909166
chr1	181190470	181191149	ENSG00000225359.1	-	181190470
chr1	182127296	182128682	ENSG00000232309.2	-	182127296
chr1	182573633	182589256	ENSG00000135828.11	-	182573633
chr1	182615253	182616629	ENSG00000261504.1	+	182616629
chr1	182899864	182953525	ENSG00000157060.16	-	182899864
chr1	183138401	183141282	ENSG00000224468.3	-	183138401
chr1	183646274	183653316	ENSG00000173627.8	-	183646274
chr1	183754417	183754937	ENSG00000227554.1	-	183754417
chr1	184385752	184386704	ENSG00000271387.1	-	184385752
chr1	184999709	185008789	ENSG00000260976.2	+	185008789
chr1	185317778	185318530	ENSG00000273004.1	+	185318530
chr1	185321156	185335039	ENSG00000261024.7	-	185321156
chr1	186443565	186461114	ENSG00000116703.14	-	186443565
chr1	186680600	186683165	ENSG00000273129.3	+	186683165
chr1	188013641	188144768	ENSG00000285894.2	+	188144768
chr1	188218399	188220676	ENSG00000261182.1	+	188220676
chr1	190478550	190480735	ENSG00000237457.6	+	190480735
chr1	190624889	190801658	ENSG00000231175.1	+	190801658
chr1	191151509	191154634	ENSG00000261642.1	+	191154634
chr1	191221158	191228467	ENSG00000233882.2	-	191221158
chr1	191823431	192011260	ENSG00000228215.3	+	192011260
chr1	192158461	192185815	ENSG00000150681.10	+	192185815
chr1	192636137	192660311	ENSG00000127074.15	+	192660311
chr1	193304744	193365953	ENSG00000232077.2	+	193365953
chr1	193684245	193688429	ENSG00000237011.1	-	193684245
chr1	193473223	194198708	ENSG00000227240.2	+	194198708
chr1	196888013	196918795	ENSG00000134365.15	+	196918795
chr1	196975009	197009678	ENSG00000134389.11	+	197009678
chr1	197038740	197067260	ENSG00000143278.5	-	197038740
chr1	197757318	197761965	ENSG00000224901.1	+	197761965
chr1	198523221	198540945	ENSG00000151418.12	-	198523221
chr1	198657552	198667061	ENSG00000261573.1	-	198657552
chr1	200551496	200620751	ENSG00000118193.12	-	200551496
chr1	201039511	201112451	ENSG00000081248.12	-	201039511
chr1	201031135	201043073	ENSG00000234132.2	+	201043073
chr1	201283451	201332993	ENSG00000081277.13	+	201332993
chr1	201673104	201674144	ENSG00000236390.1	-	201673104
chr1	202168050	202189455	ENSG00000243323.7	+	202189455
chr1	202438395	202439957	ENSG00000232626.3	+	202439957
chr1	202604267	202605293	ENSG00000226862.1	+	202605293
chr1	202632427	202632911	ENSG00000225620.1	+	202632911
chr1	202810237	202810829	ENSG00000260021.1	-	202810237
chr1	203026490	203078740	ENSG00000143847.16	+	203078740
chr1	203083128	203086012	ENSG00000122180.5	-	203083128
chr1	203090653	203167405	ENSG00000163485.18	+	203167405
chr1	204190340	204196491	ENSG00000170498.10	-	204190340
chr1	205083128	205084460	ENSG00000174529.7	-	205083128
chr1	205434884	205457091	ENSG00000281406.2	-	205434884
chr1	205767985	205775482	ENSG00000117280.13	-	205767985
chr1	205775558	205783623	ENSG00000285521.1	+	205783623
chr1	205913047	205943460	ENSG00000174502.19	-	205913047
chr1	206008534	206023909	ENSG00000196188.12	-	206008534
chr1	206053172	206102449	ENSG00000263961.8	+	206102449
chr1	206503947	206504456	ENSG00000261000.1	+	206504456
chr1	206767601	206774541	ENSG00000136634.7	-	206767601
chr1	206770763	206842981	ENSG00000142224.18	+	206842981
chr1	206865622	206869223	ENSG00000162891.11	+	206869223
chr1	206928521	206946466	ENSG00000162896.6	-	206928521
chr1	206957964	206970625	ENSG00000162897.16	-	206957964
chr1	207127009	207127486	ENSG00000275392.1	-	207127009
chr1	207240121	207309292	ENSG00000237074.2	+	207309292
chr1	208626740	208628085	ENSG00000259815.1	-	208626740
chr1	209614869	209652425	ENSG00000196878.15	-	209614869
chr1	209675411	209676390	ENSG00000123689.6	+	209676390
chr1	210328251	210676296	ENSG00000054392.13	+	210676296
chr1	211476521	211492162	ENSG00000198570.7	-	211476521
chr1	211583014	211583725	ENSG00000261314.1	-	211583014
chr1	211658656	211675630	ENSG00000117650.13	-	211658656
chr1	211675748	211690103	ENSG00000231057.5	+	211690103
chr1	212180140	212285130	ENSG00000226251.8	-	212180140
chr1	212466698	212472905	ENSG00000224535.2	-	212466698
chr1	212504177	212534060	ENSG00000286213.1	+	212534060
chr1	212545693	212556065	ENSG00000228067.1	+	212556065
chr1	212624473	212626775	ENSG00000162771.8	+	212626775
chr1	212830140	212847649	ENSG00000185523.6	-	212830140
chr1	212852104	212858139	ENSG00000198468.11	-	212852104
chr1	213983792	213986419	ENSG00000274895.1	-	213983792
chr1	214028890	214030901	ENSG00000272167.2	-	214028890
chr1	217892899	217920804	ENSG00000231814.3	+	217920804
chr1	218043504	218059140	ENSG00000232100.1	+	218059140
chr1	218442625	218443996	ENSG00000281453.1	+	218443996
chr1	219270773	219273387	ENSG00000277007.1	+	219273387
chr1	220057481	220090462	ENSG00000162813.18	-	220057481
chr1	220401121	220404033	ENSG00000260505.1	+	220404033
chr1	223393414	223395465	ENSG00000178395.7	+	223395465
chr1	224208740	224213625	ENSG00000232628.7	-	224208740
chr1	224219612	224228043	ENSG00000237101.1	+	224228043
chr1	224766323	224779335	ENSG00000225334.3	+	224779335
chr1	225886281	225911382	ENSG00000243709.1	-	225886281
chr1	226061850	226072019	ENSG00000163041.13	+	226072019
chr1	226148002	226155071	ENSG00000234478.1	+	226155071
chr1	226992139	226993206	ENSG00000233706.1	+	226993206
chr1	227393553	227431035	ENSG00000234277.3	+	227431035
chr1	227815674	227846470	ENSG00000185888.6	+	227846470
chr1	227918655	227947932	ENSG00000143816.8	-	227918655
chr1	228073908	228076550	ENSG00000276255.2	-	228073908
chr1	228106678	228109312	ENSG00000162910.19	-	228106678
chr1	228121522	228123771	ENSG00000280157.1	+	228123771
chr1	228149929	228159826	ENSG00000198835.4	+	228159826
chr1	228295548	228303002	ENSG00000270110.2	-	228295548
chr1	228735478	228746664	ENSG00000116574.6	+	228746664
chr1	229223456	229242902	ENSG00000233920.2	-	229223456
chr1	229430364	229434104	ENSG00000143632.15	-	229430364
chr1	229812916	229892046	ENSG00000227043.3	-	229812916
chr1	230258693	230272100	ENSG00000227006.2	-	230258693
chr1	230592659	230595583	ENSG00000232964.2	-	230592659
chr1	230710697	230795492	ENSG00000244137.1	-	230710697
chr1	230878661	230890169	ENSG00000288037.1	-	230878661
chr1	231591291	231612090	ENSG00000229228.1	-	231591291
chr1	232718070	232722250	ENSG00000225919.1	+	232722250
chr1	234372806	234373664	ENSG00000231663.3	-	234372806
chr1	234372185	234372811	ENSG00000273367.1	+	234372811
chr1	234527886	234531803	ENSG00000231768.2	-	234527886
chr1	234535962	234539054	ENSG00000286210.1	-	234535962
chr1	234565297	234570088	ENSG00000230404.1	+	234570088
chr1	234629310	234634780	ENSG00000224939.1	+	234634780
chr1	234757618	234760056	ENSG00000279261.2	-	234757618
chr1	234957230	234960022	ENSG00000237520.2	+	234960022
chr1	236123666	236130415	ENSG00000286142.2	+	236130415
chr1	237877863	237890922	ENSG00000116996.10	-	237877863
chr1	237862174	237928321	ENSG00000237250.3	+	237928321
chr1	239247807	239250818	ENSG00000259776.1	-	239247807
chr1	240177838	240179644	ENSG00000233735.5	-	240177838
chr1	243005844	243007468	ENSG00000234116.1	-	243005844
chr1	243164637	243169445	ENSG00000232085.1	+	243169445
chr1	243917401	244047317	ENSG00000226828.2	+	244047317
chr1	244107364	244109011	ENSG00000237759.1	+	244109011
chr1	244352634	244389663	ENSG00000173728.11	+	244389663
chr1	244731023	244731586	ENSG00000282317.1	+	244731586
chr1	244863781	244865295	ENSG00000273175.2	+	244865295
chr1	245206443	245234501	ENSG00000232192.1	-	245206443
chr1	246516038	246524287	ENSG00000242042.1	-	246516038
chr1	246509037	246522592	ENSG00000227728.2	-	246509037
chr1	246540560	246566261	ENSG00000162851.8	-	246540560
chr1	246682107	246685075	ENSG00000260698.1	+	246685075
chr1	247565638	247640854	ENSG00000236817.5	-	247565638
chr1	247711435	247716646	ENSG00000169214.5	-	247711435
chr1	247722956	247748141	ENSG00000241128.3	-	247722956
chr1	247639629	247761255	ENSG00000235749.3	+	247761255
chr1	248691759	248716755	ENSG00000229703.6	+	248716755
chr1	248850005	248859144	ENSG00000171163.16	-	248850005
chr1	248859163	248864796	ENSG00000227237.1	+	248864796
chr10	46887	74163	ENSG00000261456.6	-	46887
chr10	2169139	2189512	ENSG00000231326.7	-	2169139
chr10	3009975	3013111	ENSG00000234182.2	+	3013111
chr10	3065423	3066001	ENSG00000273001.1	-	3065423
chr10	4024902	4053018	ENSG00000227101.2	+	4053018
chr10	4581294	4678216	ENSG00000231298.8	-	4581294
chr10	4995487	4997380	ENSG00000224251.6	+	4997380
chr10	5035353	5107686	ENSG00000196139.14	+	5107686
chr10	5195461	5218949	ENSG00000198610.11	+	5218949
chr10	5364965	5374692	ENSG00000178473.7	+	5374692
chr10	5524960	5526771	ENSG00000178363.5	+	5526771
chr10	6350315	6352762	ENSG00000212743.2	+	6352762
chr10	6772270	6779180	ENSG00000281186.2	-	6772270
chr10	7703315	7749520	ENSG00000151655.19	+	7749520
chr10	8259330	8268342	ENSG00000232170.6	-	8259330
chr10	8897988	8914596	ENSG00000234752.1	+	8914596
chr10	9275832	9287057	ENSG00000230014.1	+	9287057
chr10	9758782	9878060	ENSG00000228636.3	-	9758782
chr10	10058721	10063502	ENSG00000224788.1	+	10063502
chr10	10960147	10970816	ENSG00000231496.2	+	10970816
chr10	11071540	11105773	ENSG00000237986.4	-	11071540
chr10	11611304	11612227	ENSG00000271360.1	+	11612227
chr10	11742365	11764070	ENSG00000134463.15	+	11764070
chr10	13221765	13234374	ENSG00000165623.10	-	13221765
chr10	13528515	13530262	ENSG00000227175.1	+	13530262
chr10	16276870	16295858	ENSG00000226140.6	+	16295858
chr10	17695708	17700232	ENSG00000229190.1	-	17695708
chr10	17752200	17800868	ENSG00000148483.9	+	17800868
chr10	17951838	18043292	ENSG00000148482.12	+	18043292
chr10	19048800	19790401	ENSG00000204740.11	+	19790401
chr10	22208474	22218015	ENSG00000223601.3	-	22208474
chr10	22218073	22221168	ENSG00000260205.1	+	22221168
chr10	22257785	22258548	ENSG00000261671.1	+	22258548
chr10	24953240	24953513	ENSG00000273107.1	+	24953513
chr10	26589864	26594330	ENSG00000290444.1	+	26594330
chr10	26647985	26653454	ENSG00000290423.1	+	26653454
chr10	27343435	27344917	ENSG00000260151.1	+	27344917
chr10	27999787	28049615	ENSG00000233472.1	+	28049615
chr10	28303299	28307658	ENSG00000282996.1	+	28307658
chr10	28433007	28495813	ENSG00000237128.1	-	28433007
chr10	30302825	30306066	ENSG00000259994.1	-	30302825
chr10	30553853	30554483	ENSG00000228800.1	-	30553853
chr10	30723250	30723740	ENSG00000230720.1	+	30723740
chr10	31187714	31261910	ENSG00000272381.2	+	31261910
chr10	31602861	31606218	ENSG00000223834.5	+	31606218
chr10	32266288	32269474	ENSG00000227253.3	+	32269474
chr10	32347396	32374488	ENSG00000229327.1	+	32374488
chr10	33211276	33213804	ENSG00000238258.1	+	33213804
chr10	33341654	33341905	ENSG00000273012.1	+	33341905
chr10	33759712	33772702	ENSG00000261683.2	-	33759712
chr10	33909237	33917804	ENSG00000223470.3	+	33917804
chr10	34969880	34975578	ENSG00000283000.2	+	34975578
chr10	35638246	35642296	ENSG00000177283.8	-	35638246
chr10	35641096	35647826	ENSG00000287528.1	+	35647826
chr10	37309184	37347031	ENSG00000290801.1	+	37347031
chr10	37791579	37791937	ENSG00000260137.1	+	37791937
chr10	38356379	38378505	ENSG00000290439.1	+	38378505
chr10	38383022	38402916	ENSG00000291056.1	-	38383022
chr10	42408167	42475349	ENSG00000290445.1	-	42408167
chr10	42751177	42754297	ENSG00000259869.2	-	42751177
chr10	42979016	42981507	ENSG00000229630.1	-	42979016
chr10	43778945	43901004	ENSG00000226808.3	+	43901004
chr10	44282488	44293998	ENSG00000229116.3	-	44282488
chr10	44292568	44294649	ENSG00000277288.5	+	44294649
chr10	44591207	44602104	ENSG00000234580.1	-	44591207
chr10	45099486	45154606	ENSG00000290529.1	-	45099486
chr10	45815427	45817324	ENSG00000290779.1	-	45815427
chr10	45825593	45853875	ENSG00000188234.15	-	45825593
chr10	45972488	46003742	ENSG00000265354.4	+	46003742
chr10	46286344	46330207	ENSG00000274209.6	+	46330207
chr10	46398361	46453306	ENSG00000285294.1	+	46453306
chr10	46610473	46652025	ENSG00000165874.14	-	46610473
chr10	46597917	46612154	ENSG00000229227.8	+	46612154
chr10	46721001	46751738	ENSG00000285662.2	+	46751738
chr10	46759018	46786770	ENSG00000290875.1	-	46759018
chr10	47348362	47357881	ENSG00000265203.2	+	47357881
chr10	47487218	47491700	ENSG00000189090.8	-	47487218
chr10	47970042	47973496	ENSG00000273760.1	-	47970042
chr10	48909479	48939840	ENSG00000165383.12	-	48909479
chr10	48976553	48993046	ENSG00000233665.8	-	48976553
chr10	49131153	49134021	ENSG00000172538.7	-	49131153
chr10	49296111	49299018	ENSG00000236208.3	-	49296111
chr10	49299169	49327492	ENSG00000177354.12	+	49327492
chr10	49679650	49710261	ENSG00000178645.14	+	49710261
chr10	49734640	49762379	ENSG00000197444.10	-	49734640
chr10	49942048	49974850	ENSG00000204152.14	+	49974850
chr10	50964269	50965220	ENSG00000261368.1	+	50965220
chr10	51062578	51068553	ENSG00000223502.1	-	51062578
chr10	52230397	52314507	ENSG00000236671.9	-	52230397
chr10	52765379	52772784	ENSG00000165471.7	-	52765379
chr10	53291071	53311065	ENSG00000226296.1	-	53291071
chr10	58325613	58327030	ENSG00000261076.1	-	58325613
chr10	59736691	59756041	ENSG00000227877.7	-	59736691
chr10	63123928	63125587	ENSG00000224301.2	-	63123928
chr10	63133246	63155031	ENSG00000148572.16	+	63155031
chr10	64901135	65017639	ENSG00000224714.3	-	64901135
chr10	65123666	65141185	ENSG00000282906.1	+	65141185
chr10	65271318	65315080	ENSG00000235356.2	+	65315080
chr10	67052608	67055028	ENSG00000225299.1	+	67055028
chr10	68230594	68232113	ENSG00000179774.9	-	68230594
chr10	68698499	68700794	ENSG00000260400.1	+	68700794
chr10	68896919	68900768	ENSG00000285871.1	+	68900768
chr10	69630246	69633596	ENSG00000171224.9	+	69633596
chr10	69994275	70019496	ENSG00000224222.2	-	69994275
chr10	70431935	70447951	ENSG00000156574.10	-	70431935
chr10	70597347	70602759	ENSG00000180644.8	-	70597347
chr10	70771237	70785401	ENSG00000166220.14	-	70771237
chr10	70918765	70958697	ENSG00000259267.4	+	70958697
chr10	71364242	71366374	ENSG00000279406.1	+	71366374
chr10	72053293	72054037	ENSG00000272988.1	-	72053293
chr10	72893583	72933036	ENSG00000138315.13	+	72933036
chr10	72934761	72954806	ENSG00000138308.6	-	72934761
chr10	73071294	73074008	ENSG00000237768.2	+	73074008
chr10	73252790	73254349	ENSG00000227540.1	+	73254349
chr10	73625995	73626790	ENSG00000268584.1	+	73626790
chr10	73644880	73663803	ENSG00000166317.12	-	73644880
chr10	73785605	73801797	ENSG00000214655.11	+	73801797
chr10	73813517	73814737	ENSG00000224195.1	+	73814737
chr10	74506080	74530553	ENSG00000232342.7	-	74506080
chr10	75243567	75373500	ENSG00000226051.10	+	75373500
chr10	75642475	75643106	ENSG00000268659.2	+	75643106
chr10	77313940	77315694	ENSG00000224500.1	+	77315694
chr10	78176927	78178186	ENSG00000283096.1	+	78178186
chr10	78352596	78356100	ENSG00000230229.1	+	78356100
chr10	79512532	79516440	ENSG00000253626.4	+	79516440
chr10	79555851	79560407	ENSG00000185303.17	-	79555851
chr10	79628756	79632188	ENSG00000226676.1	-	79628756
chr10	79703226	79714681	ENSG00000188199.11	+	79714681
chr10	79825901	79827602	ENSG00000272447.1	+	79827602
chr10	79920177	79923119	ENSG00000242600.8	+	79923119
chr10	80046859	80078912	ENSG00000230091.6	-	80046859
chr10	80333770	80334426	ENSG00000235858.1	+	80334426
chr10	80336104	80356755	ENSG00000170788.14	-	80336104
chr10	80529591	80536026	ENSG00000226659.2	-	80529591
chr10	80537901	80646560	ENSG00000178217.15	+	80646560
chr10	80649796	80653732	ENSG00000231082.1	+	80653732
chr10	83911653	83912922	ENSG00000233258.1	-	83911653
chr10	84138419	84140582	ENSG00000271933.1	-	84138419
chr10	84167227	84172093	ENSG00000285972.1	-	84167227
chr10	84173800	84185294	ENSG00000188373.5	+	84185294
chr10	84220570	84225544	ENSG00000204033.10	-	84220570
chr10	84231519	84241546	ENSG00000148602.6	-	84231519
chr10	85577730	85607213	ENSG00000234942.3	+	85607213
chr10	86965344	86971311	ENSG00000272734.1	-	86965344
chr10	86970740	87010126	ENSG00000271880.1	+	87010126
chr10	87020293	87024730	ENSG00000188100.9	+	87024730
chr10	86993431	87024732	ENSG00000272508.1	+	87024732
chr10	87225447	87236908	ENSG00000184923.12	+	87236908
chr10	87341684	87357882	ENSG00000224914.4	+	87357882
chr10	87357719	87370695	ENSG00000214562.15	+	87370695
chr10	87396560	87435035	ENSG00000228055.3	-	87396560
chr10	87607984	87659279	ENSG00000225913.2	+	87659279
chr10	88586752	88606976	ENSG00000204022.9	+	88606976
chr10	88664440	88678814	ENSG00000182333.15	+	88678814
chr10	88932389	88940820	ENSG00000180139.11	+	88940820
chr10	89378055	89385205	ENSG00000204010.3	+	89385205
chr10	89430298	89556641	ENSG00000152779.14	-	89430298
chr10	89645271	89652144	ENSG00000232936.6	+	89652144
chr10	89853594	90225443	ENSG00000280560.3	+	90225443
chr10	90402520	90628852	ENSG00000236373.2	-	90402520
chr10	90454169	90502968	ENSG00000224750.6	+	90502968
chr10	90912095	90921087	ENSG00000148677.7	-	90912095
chr10	93060797	93069540	ENSG00000187553.10	+	93069540
chr10	93566664	93604480	ENSG00000186188.11	+	93604480
chr10	93958190	93961540	ENSG00000180764.13	-	93958190
chr10	94081949	94108814	ENSG00000232913.8	-	94081949
chr10	95036771	95069497	ENSG00000138115.15	-	95036771
chr10	96043393	96060870	ENSG00000107443.16	+	96060870
chr10	96304408	96338564	ENSG00000107447.8	+	96338564
chr10	97426190	97433444	ENSG00000171314.9	+	97433444
chr10	97458323	97498794	ENSG00000155229.21	-	97458323
chr10	97589720	97590934	ENSG00000203942.5	+	97590934
chr10	97766750	97771999	ENSG00000120057.5	-	97766750
chr10	97828477	97849798	ENSG00000227356.2	-	97828477
chr10	98252022	98256575	ENSG00000230928.1	+	98256575
chr10	99526947	99528467	ENSG00000228778.2	+	99528467
chr10	99875576	100009947	ENSG00000107554.17	-	99875576
chr10	100237155	100237302	ENSG00000212464.1	-	100237155
chr10	100463008	100483744	ENSG00000075290.8	+	100483744
chr10	100486645	100519864	ENSG00000075826.17	-	100486645
chr10	100523739	100530000	ENSG00000166136.16	-	100523739
chr10	100505627	100529881	ENSG00000255339.6	-	100505627
chr10	101089320	101131126	ENSG00000236311.6	-	101089320
chr10	102226298	102229589	ENSG00000119915.5	+	102229589
chr10	102230188	102241512	ENSG00000107859.11	-	102230188
chr10	102461880	102502712	ENSG00000138107.13	-	102461880
chr10	102642791	102644140	ENSG00000272933.1	-	102642791
chr10	103302795	103351144	ENSG00000156374.16	-	103302795
chr10	103472803	103479240	ENSG00000183128.7	-	103472803
chr10	103608618	103610050	ENSG00000273108.1	+	103610050
chr10	104566930	104624795	ENSG00000237761.3	+	104624795
chr10	106140142	106188722	ENSG00000229775.7	+	106188722
chr10	109864765	109923553	ENSG00000108039.18	-	109864765
chr10	110898089	110898155	ENSG00000284482.1	+	110898155
chr10	110910595	110912244	ENSG00000270589.1	+	110912244
chr10	112823489	112827726	ENSG00000260917.1	+	112827726
chr10	113588713	113664070	ENSG00000197893.14	-	113588713
chr10	113710680	113719332	ENSG00000234393.1	-	113710680
chr10	113834724	113854383	ENSG00000198924.8	-	113834724
chr10	114280724	114281258	ENSG00000275024.1	-	114280724
chr10	116545930	116567855	ENSG00000175535.6	+	116567855
chr10	116590384	116609175	ENSG00000187021.15	+	116609175
chr10	116670033	116672750	ENSG00000232767.2	+	116672750
chr10	117144563	117169108	ENSG00000234474.3	-	117144563
chr10	117241092	117279430	ENSG00000165646.14	+	117279430
chr10	117562083	117572457	ENSG00000235198.1	-	117562083
chr10	118017486	118045810	ENSG00000231104.8	+	118045810
chr10	118341436	118398468	ENSG00000232139.6	+	118398468
chr10	119140766	119165714	ENSG00000183605.17	-	119140766
chr10	121178699	121185966	ENSG00000227143.1	+	121185966
chr10	121736302	121739730	ENSG00000224250.1	+	121739730
