Chromosome	Start	End	Strand	gene_id	transcript_id
chr1	43368179	43368609	+	ENSG00000288772.2	ENST00000686069.2
chr1	43385112	43389155	+	ENSG00000229431.1	ENST00000436713.1
chr1	43448538	43448611	+	ENSG00000274975.1	ENST00000615179.1
chr1	43453926	43456995	+	ENSG00000229348.1	ENST00000444386.1
chr1	43650148	43931014	+	ENSG00000284989.1	ENST00000645057.1
chr1	43716466	43716556	+	ENSG00000283414.1	ENST00000637979.1
chr1	43743470	43743741	+	ENSG00000233674.2	ENST00000427515.2
chr1	43838621	43838683	+	ENSG00000283477.1	ENST00000635807.1
chr1	44390721	44390823	+	ENSG00000199385.1	ENST00000362515.1
chr1	44545492	44545552	+	ENSG00000263381.1	ENST00000581357.1
chr1	44775863	44775943	+	ENSG00000264294.1	ENST00000581525.1
chr1	44776489	44776593	+	ENSG00000200913.1	ENST00000364043.1
chr1	44777842	44777912	+	ENSG00000202031.1	ENST00000365161.1
chr1	44778389	44778456	+	ENSG00000207421.1	ENST00000384690.1
chr1	44778389	44778458	+	ENSG00000281859.1	ENST00000625943.1
chr1	44807523	44808090	+	ENSG00000290041.1	ENST00000702618.1
chr1	44932322	44932431	+	ENSG00000253039.1	ENST00000517230.1
chr1	44958556	44959395	+	ENSG00000229815.1	ENST00000428976.1
chr1	45303909	45305619	+	ENSG00000281912.1	ENST00000626198.1
chr1	45326894	45328710	+	ENSG00000186603.7	ENST00000334815.6
chr1	45415019	45415344	+	ENSG00000236872.1	ENST00000435399.1
chr1	45530926	45532139	+	ENSG00000234379.1	ENST00000446155.1
chr1	45781276	45781957	+	ENSG00000236111.5	ENST00000463059.1
chr1	46046817	46048368	+	ENSG00000226957.1	ENST00000450004.1
chr1	46104949	46105175	+	ENSG00000233114.2	ENST00000426289.2
chr1	46134530	46139081	+	ENSG00000227857.2	ENST00000452785.2
chr1	46203333	46221256	+	ENSG00000171357.6	ENST00000371980.4
chr1	46370585	46370955	+	ENSG00000225779.1	ENST00000457027.1
chr1	46432128	46445321	+	ENSG00000232022.10	ENST00000446499.1
chr1	46489835	46516216	+	ENSG00000197587.12	ENST00000360032.4
chr1	46742328	46743133	+	ENSG00000236476.2	ENST00000419949.2
chr1	46891638	46892830	+	ENSG00000238145.2	ENST00000437364.2
chr1	47179249	47180339	+	ENSG00000224805.2	ENST00000429328.2
chr1	47225796	47230750	+	ENSG00000226252.1	ENST00000422216.1
chr1	47416284	47418052	+	ENSG00000186790.6	ENST00000335071.4
chr1	47438043	47440691	+	ENSG00000186564.6	ENST00000334793.6
chr1	47550195	47550753	+	ENSG00000227883.1	ENST00000427294.1
chr1	47688462	47704029	+	ENSG00000227947.2	ENST00000454285.2
chr1	47818065	47820237	+	ENSG00000225028.1	ENST00000445070.1
chr1	48089367	48089634	+	ENSG00000237180.1	ENST00000414953.1
chr1	48172971	48206857	+	ENSG00000223720.2	ENST00000431986.2
chr1	48344208	48344315	+	ENSG00000206700.1	ENST00000383973.1
chr1	48435966	48437223	+	ENSG00000235105.1	ENST00000412769.1
chr1	48447935	48448042	+	ENSG00000223175.1	ENST00000411243.1
chr1	48552990	48558106	+	ENSG00000287661.1	ENST00000671560.1
chr1	48926020	48936734	+	ENSG00000286597.1	ENST00000663662.1
chr1	49025594	49187585	+	ENSG00000229846.2	ENST00000456002.2
chr1	49257410	49269285	+	ENSG00000230114.1	ENST00000420071.1
chr1	49841820	49846400	+	ENSG00000215887.5	ENST00000502859.1
chr1	49994317	49996218	+	ENSG00000279324.1	ENST00000622945.1
chr1	50017091	50017503	+	ENSG00000233595.2	ENST00000438595.2
chr1	50114936	50115282	+	ENSG00000230828.1	ENST00000456070.1
chr1	50252568	50258994	+	ENSG00000284645.1	ENST00000642132.1
chr1	50326130	50327007	+	ENSG00000234080.3	ENST00000423464.1
chr1	50461468	50471150	+	ENSG00000225767.1	ENST00000424664.1
chr1	50582403	50582511	+	ENSG00000207194.1	ENST00000384465.1
chr1	50780339	50781150	+	ENSG00000230585.2	ENST00000453979.2
chr1	50846467	50846837	+	ENSG00000237130.1	ENST00000381143.4
chr1	51059836	51059905	+	ENSG00000265538.1	ENST00000578133.1
chr1	51060017	51060103	+	ENSG00000275816.1	ENST00000622700.1
chr1	51107221	51107331	+	ENSG00000200262.1	ENST00000363392.1
chr1	51372269	51373224	+	ENSG00000232027.2	ENST00000422197.2
chr1	51382307	51382414	+	ENSG00000206595.1	ENST00000383868.1
chr1	51461720	51463416	+	ENSG00000238140.1	ENST00000424246.1
chr1	51709061	51709940	+	ENSG00000232846.1	ENST00000424829.1
chr1	51801027	51801307	+	ENSG00000272175.1	ENST00000607338.1
chr1	51859777	51860135	+	ENSG00000230604.2	ENST00000442453.2
chr1	51973409	51973535	+	ENSG00000200839.1	ENST00000363969.1
chr1	51980472	51980814	+	ENSG00000229032.1	ENST00000422551.1
chr1	51995739	51996039	+	ENSG00000264613.2	ENST00000578661.2
chr1	52033390	52044279	+	ENSG00000223390.1	ENST00000425802.1
chr1	52050917	52052683	+	ENSG00000228369.2	ENST00000428794.1
chr1	52150103	52150419	+	ENSG00000241745.3	ENST00000460504.3
chr1	52179847	52180553	+	ENSG00000224255.2	ENST00000429744.2
chr1	52253620	52254176	+	ENSG00000213735.2	ENST00000395991.2
chr1	52353486	52353877	+	ENSG00000272100.1	ENST00000606527.1
chr1	52365442	52367865	+	ENSG00000287078.1	ENST00000661897.1
chr1	52368676	52369244	+	ENSG00000224680.4	ENST00000497678.2
chr1	52554817	52555273	+	ENSG00000272371.1	ENST00000607321.1
chr1	52573113	52573816	+	ENSG00000236290.1	ENST00000422983.1
chr1	52709121	52709442	+	ENSG00000233664.1	ENST00000450668.1
chr1	52714398	52714695	+	ENSG00000239640.3	ENST00000498506.3
chr1	52754321	52754462	+	ENSG00000252018.1	ENST00000516209.1
chr1	52920421	52920596	+	ENSG00000230953.2	ENST00000420575.2
chr1	52928673	52928772	+	ENSG00000264834.1	ENST00000580581.1
chr1	52934929	52935017	+	ENSG00000266188.1	ENST00000578844.1
chr1	52940313	52940413	+	ENSG00000265815.1	ENST00000577677.1
chr1	52994725	52996026	+	ENSG00000226147.1	ENST00000427668.1
chr1	53114575	53118609	+	ENSG00000235563.1	ENST00000439621.1
chr1	53180920	53186900	+	ENSG00000277397.1	ENST00000617613.1
chr1	53220662	53224253	+	ENSG00000259818.1	ENST00000569869.1
chr1	53267934	53268601	+	ENSG00000234578.1	ENST00000432653.1
chr1	53288023	53289706	+	ENSG00000228838.1	ENST00000421637.1
chr1	53304535	53307462	+	ENSG00000232762.1	ENST00000446686.1
chr1	53328232	53336509	+	ENSG00000225675.2	ENST00000445039.2
chr1	53344030	53365473	+	ENSG00000285954.1	ENST00000647620.1
chr1	53841546	53841832	+	ENSG00000229687.2	ENST00000433953.2
chr1	54054078	54054154	+	ENSG00000283749.1	ENST00000585250.1
chr1	54089855	54090093	+	ENSG00000225183.1	ENST00000444055.1
chr1	54137745	54142980	+	ENSG00000280425.2	ENST00000623663.2
chr1	54236439	54239063	+	ENSG00000198711.5	ENST00000361350.5
chr1	54285403	54287371	+	ENSG00000225632.2	ENST00000426901.2
chr1	54416255	54420860	+	ENSG00000232245.1	ENST00000447150.1
chr1	54514416	54517383	+	ENSG00000287582.1	ENST00000664270.1
chr1	54524823	54524931	+	ENSG00000237173.1	ENST00000444140.1
chr1	54536795	54537758	+	ENSG00000227453.1	ENST00000427917.1
chr1	54792884	54794905	+	ENSG00000237453.1	ENST00000450503.1
chr1	54874671	54883664	+	ENSG00000287724.1	ENST00000658428.1
chr1	54980627	54992288	+	ENSG00000143001.5	ENST00000371268.4
chr1	54998932	55017172	+	ENSG00000162399.9	ENST00000651561.1
chr1	55222378	55223372	+	ENSG00000231095.1	ENST00000449769.1
chr1	55225640	55225723	+	ENSG00000265822.1	ENST00000581938.1
chr1	55367465	55368774	+	ENSG00000231900.3	ENST00000440922.2
chr1	55398513	55398620	+	ENSG00000252162.1	ENST00000516353.1
chr1	56145720	56155224	+	ENSG00000235612.1	ENST00000435828.1
chr1	56538451	56538911	+	ENSG00000236776.1	ENST00000446654.1
chr1	56645313	56715335	+	ENSG00000162409.12	ENST00000371244.9
chr1	56963885	56996757	+	ENSG00000236341.1	ENST00000417420.1
chr1	57386575	57387450	+	ENSG00000227935.1	ENST00000422038.1
chr1	58060138	58080274	+	ENSG00000235038.1	ENST00000419596.1
chr1	58084418	58084559	+	ENSG00000230546.1	ENST00000441183.1
chr1	58546167	58563897	+	ENSG00000286918.1	ENST00000654217.1
chr1	58999675	59000494	+	ENSG00000228121.1	ENST00000412562.1
chr1	60097414	60097976	+	ENSG00000229332.2	ENST00000412993.2
chr1	61481086	61533271	+	ENSG00000284808.1	ENST00000647399.1
chr1	61654193	61654908	+	ENSG00000223920.2	ENST00000416440.2
chr1	61816418	61816522	+	ENSG00000200575.1	ENST00000363705.1
chr1	61852498	61852602	+	ENSG00000212360.1	ENST00000391058.1
chr1	62038841	62039111	+	ENSG00000236646.1	ENST00000444290.1
chr1	62072447	62072741	+	ENSG00000242860.3	ENST00000466769.3
chr1	62078785	62078859	+	ENSG00000263908.1	ENST00000584654.1
chr1	62189130	62189953	+	ENSG00000234204.1	ENST00000411569.1
chr1	62190521	62190926	+	ENSG00000234088.1	ENST00000439294.1
chr1	62194848	62212328	+	ENSG00000240563.2	ENST00000498273.2
chr1	62211556	62211666	+	ENSG00000200174.1	ENST00000363304.1
chr1	62530635	62530873	+	ENSG00000270549.1	ENST00000604867.1
chr1	62607765	62609584	+	ENSG00000278967.1	ENST00000624477.1
chr1	62688481	62710694	+	ENSG00000235545.1	ENST00000453229.1
chr1	62896008	62901639	+	ENSG00000234318.1	ENST00000450811.1
chr1	62905179	62905482	+	ENSG00000237163.1	ENST00000435230.1
chr1	63011196	63018614	+	ENSG00000286455.1	ENST00000663274.1
chr1	63024206	63025658	+	ENSG00000227485.1	ENST00000418091.1
chr1	63139249	63163153	+	ENSG00000203605.3	ENST00000455038.1
chr1	63249919	63251771	+	ENSG00000228734.2	ENST00000449140.2
chr1	63262112	63262707	+	ENSG00000223683.1	ENST00000429660.1
chr1	63322566	63325128	+	ENSG00000187140.6	ENST00000371116.4
chr1	63338262	63338372	+	ENSG00000252784.1	ENST00000516975.1
chr1	63487956	63508204	+	ENSG00000286429.1	ENST00000657197.1
chr1	63547081	63550636	+	ENSG00000116652.6	ENST00000371086.3
chr1	63655742	63656047	+	ENSG00000244256.3	ENST00000489463.3
chr1	64186790	64192685	+	ENSG00000284928.1	ENST00000646967.1
chr1	64579846	64579923	+	ENSG00000264470.1	ENST00000582305.1
chr1	64918442	64918683	+	ENSG00000234784.2	ENST00000442855.2
chr1	64941978	64942365	+	ENSG00000233877.2	ENST00000446914.2
chr1	65067807	65069453	+	ENSG00000288804.1	ENST00000685799.1
chr1	65154479	65154650	+	ENSG00000231622.1	ENST00000439662.1
chr1	65310301	65318877	+	ENSG00000290094.1	ENST00000702949.1
chr1	65415815	65416006	+	ENSG00000222624.1	ENST00000410692.1
chr1	65486405	65494188	+	ENSG00000237852.1	ENST00000429871.1
chr1	65703961	65714847	+	ENSG00000285079.1	ENST00000646875.1
chr1	66628439	66628517	+	ENSG00000264720.3	ENST00000584034.3
chr1	66826941	66828558	+	ENSG00000231080.1	ENST00000456389.1
chr1	66925326	66926027	+	ENSG00000289394.1	ENST00000691240.1
chr1	67196139	67196243	+	ENSG00000253074.1	ENST00000517265.1
chr1	67278051	67278779	+	ENSG00000228523.1	ENST00000432257.1
chr1	67417213	67417318	+	ENSG00000223263.1	ENST00000411331.1
chr1	67541126	67541233	+	ENSG00000207504.1	ENST00000384773.1
chr1	67561072	67561446	+	ENSG00000238139.2	ENST00000414338.2
chr1	68043329	68044233	+	ENSG00000235055.3	ENST00000435784.2
chr1	68282387	68282622	+	ENSG00000225242.2	ENST00000430845.2
chr1	68479128	68483539	+	ENSG00000233589.1	ENST00000425820.1
chr1	68496675	68538627	+	ENSG00000234264.1	ENST00000428732.1
chr1	68633700	68640425	+	ENSG00000285041.1	ENST00000646352.1
chr1	68974009	69023558	+	ENSG00000285473.1	ENST00000644104.1
chr1	69433254	69435409	+	ENSG00000229639.1	ENST00000448001.1
chr1	69551847	69563715	+	ENSG00000287453.1	ENST00000662276.1
chr1	69879591	69879895	+	ENSG00000240692.3	ENST00000494227.3
chr1	70430895	70431178	+	ENSG00000278636.1	ENST00000612213.1
chr1	70445070	70445536	+	ENSG00000271992.1	ENST00000607679.1
chr1	70530525	70531492	+	ENSG00000233020.1	ENST00000456361.1
chr1	70947378	70951493	+	ENSG00000235782.1	ENST00000426775.1
chr1	71570955	71573558	+	ENSG00000231985.1	ENST00000446438.1
chr1	71738172	71738354	+	ENSG00000271618.1	ENST00000605519.1
chr1	72274551	72275159	+	ENSG00000233994.2	ENST00000445131.2
chr1	72301471	72301829	+	ENSG00000227207.2	ENST00000422587.2
chr1	72765030	72791282	+	ENSG00000227016.3	ENST00000418078.3
chr1	72793103	72854475	+	ENSG00000285808.1	ENST00000650621.1
chr1	73104791	73106282	+	ENSG00000229636.2	ENST00000430398.2
chr1	73883713	73883822	+	ENSG00000252005.2	ENST00000516196.2
chr1	74963313	74965118	+	ENSG00000229943.1	ENST00000438619.1
chr1	75183044	75183147	+	ENSG00000206999.1	ENST00000384272.1
chr1	75521561	75522231	+	ENSG00000224493.1	ENST00000440382.1
chr1	75582098	75582555	+	ENSG00000213579.3	ENST00000413677.1
chr1	75787071	75787150	+	ENSG00000206620.1	ENST00000383893.1
chr1	75787888	75787972	+	ENSG00000207241.1	ENST00000384512.1
chr1	75789476	75789548	+	ENSG00000201487.1	ENST00000364617.1
chr1	75796881	75913242	+	ENSG00000057468.7	ENST00000263187.4
chr1	76636876	76637339	+	ENSG00000272855.1	ENST00000608243.1
chr1	76699788	76700538	+	ENSG00000226415.1	ENST00000420977.1
chr1	76753134	76753240	+	ENSG00000199921.1	ENST00000363051.1
chr1	77060142	77060202	+	ENSG00000276081.1	ENST00000620979.1
chr1	77067919	77078482	+	ENSG00000288543.1	ENST00000454305.1
chr1	77081983	77086402	+	ENSG00000230498.3	ENST00000659520.1
chr1	77129113	77129668	+	ENSG00000226084.5	ENST00000471722.1
chr1	77194824	77195395	+	ENSG00000228187.1	ENST00000458048.1
chr1	77219519	77221651	+	ENSG00000289212.1	ENST00000691991.1
chr1	77248632	77250826	+	ENSG00000287870.1	ENST00000654296.1
chr1	77420324	77420386	+	ENSG00000251767.1	ENST00000515958.1
chr1	77614868	77614952	+	ENSG00000251785.1	ENST00000515976.1
chr1	77645323	77645618	+	ENSG00000243437.3	ENST00000470869.3
chr1	77779903	77779999	+	ENSG00000222849.1	ENST00000410917.1
chr1	77847109	77848802	+	ENSG00000235613.2	ENST00000444067.2
chr1	77853354	77853893	+	ENSG00000232015.2	ENST00000455484.2
chr1	78091498	78092054	+	ENSG00000213560.4	ENST00000448345.2
chr1	78666271	78666695	+	ENSG00000238015.2	ENST00000427236.2
chr1	78749072	78750659	+	ENSG00000235400.1	ENST00000444644.1
chr1	79323768	79324863	+	ENSG00000235011.2	ENST00000415629.2
chr1	79325007	79346445	+	ENSG00000285462.1	ENST00000645557.1
chr1	79521079	79522203	+	ENSG00000232676.1	ENST00000425922.1
chr1	80114942	80116918	+	ENSG00000260322.1	ENST00000567886.1
chr1	80124003	80124361	+	ENSG00000277670.1	ENST00000620434.1
chr1	80283351	80283970	+	ENSG00000236407.1	ENST00000438801.1
chr1	80495902	80496233	+	ENSG00000234108.1	ENST00000447525.1
chr1	81080789	81081171	+	ENSG00000227937.1	ENST00000456663.1
chr1	81208567	81209210	+	ENSG00000235089.1	ENST00000426688.1
chr1	81209833	81222076	+	ENSG00000285179.1	ENST00000642971.1
chr1	81251788	81252096	+	ENSG00000223026.1	ENST00000411094.1
chr1	81426455	81427605	+	ENSG00000224494.1	ENST00000444546.1
chr1	81501793	81503468	+	ENSG00000227288.3	ENST00000448213.2
chr1	81505098	81506296	+	ENSG00000227960.1	ENST00000439024.1
chr1	81721692	81723068	+	ENSG00000215875.4	ENST00000447996.2
chr1	84038528	84065031	+	ENSG00000285201.1	ENST00000646678.1
chr1	84085740	84086233	+	ENSG00000213540.3	ENST00000448052.1
chr1	84244333	84244577	+	ENSG00000226970.2	ENST00000441775.1
chr1	84277320	84277457	+	ENSG00000199959.1	ENST00000363089.1
chr1	84477038	84479157	+	ENSG00000285361.1	ENST00000644783.1
chr1	84607098	84610697	+	ENSG00000285374.1	ENST00000644179.1
chr1	84785426	84786714	+	ENSG00000285325.1	ENST00000643511.1
chr1	85133793	85133873	+	ENSG00000266110.1	ENST00000580922.1
chr1	85264295	85264402	+	ENSG00000223254.1	ENST00000411322.1
chr1	85467294	85467660	+	ENSG00000273264.1	ENST00000610230.1
chr1	85592279	85592356	+	ENSG00000199934.1	ENST00000363064.1
chr1	85599130	85600734	+	ENSG00000230285.1	ENST00000426794.1
chr1	86029853	86030589	+	ENSG00000229505.1	ENST00000417340.1
chr1	86634275	86654745	+	ENSG00000153923.11	ENST00000490028.5
chr1	86784912	86785467	+	ENSG00000230721.1	ENST00000447415.1
chr1	86993008	87169204	+	ENSG00000267561.2	ENST00000370548.3
chr1	87045874	87046700	+	ENSG00000225568.1	ENST00000440164.1
chr1	88313152	88313302	+	ENSG00000270507.1	ENST00000603130.1
chr1	88462935	88464079	+	ENSG00000286758.1	ENST00000662514.1
chr1	88519999	88520170	+	ENSG00000274321.1	ENST00000613544.1
chr1	88577879	88578201	+	ENSG00000237959.1	ENST00000421785.1
chr1	88816778	88816885	+	ENSG00000207234.1	ENST00000384505.1
chr1	88829101	88829419	+	ENSG00000241975.1	ENST00000411919.1
chr1	88923369	88923844	+	ENSG00000235308.1	ENST00000450381.1
chr1	89128431	89144695	+	ENSG00000286802.1	ENST00000654891.1
chr1	89198713	89207040	+	ENSG00000284734.1	ENST00000641099.1
chr1	89236842	89237612	+	ENSG00000289712.1	ENST00000696557.1
chr1	89260581	89269754	+	ENSG00000237568.1	ENST00000437128.1
chr1	89324521	89334880	+	ENSG00000233235.1	ENST00000428912.1
chr1	89364058	89388160	+	ENSG00000183347.15	ENST00000370456.5
chr1	89394032	89394665	+	ENSG00000215874.3	ENST00000401029.3
chr1	89407678	89424934	+	ENSG00000290525.1	ENST00000513638.5
chr1	89410318	89426243	+	ENSG00000225492.7	ENST00000394662.3
chr1	89579591	89579654	+	ENSG00000288629.1	ENST00000676334.1
chr1	89629724	89676386	+	ENSG00000230735.1	ENST00000429074.1
chr1	89633139	89933250	+	ENSG00000271949.1	ENST00000370453.5
chr1	89788913	89790492	+	ENSG00000231613.1	ENST00000432395.1
chr1	89939600	89940147	+	ENSG00000272672.1	ENST00000608671.1
chr1	90045997	90047109	+	ENSG00000287015.1	ENST00000667592.1
chr1	90242087	90284188	+	ENSG00000287406.1	ENST00000663908.1
chr1	90657749	90657964	+	ENSG00000199666.2	ENST00000362796.2
chr1	91023918	91024804	+	ENSG00000232393.1	ENST00000425640.1
chr1	91261624	91261724	+	ENSG00000206817.1	ENST00000384090.1
chr1	91328368	91329513	+	ENSG00000215873.2	ENST00000401028.2
chr1	91600170	91600321	+	ENSG00000229067.1	ENST00000439897.1
chr1	91642515	91644082	+	ENSG00000203914.4	ENST00000415545.2
chr1	92066305	92067839	+	ENSG00000233228.1	ENST00000420263.1
chr1	92125300	92126462	+	ENSG00000233401.1	ENST00000441422.1
chr1	92189236	92190707	+	ENSG00000273487.1	ENST00000609675.1
chr1	92203147	92203991	+	ENSG00000226773.1	ENST00000411498.1
chr1	92731999	92733257	+	ENSG00000225505.1	ENST00000440471.1
chr1	92755793	92756956	+	ENSG00000223896.2	ENST00000457810.2
chr1	92837288	92837383	+	ENSG00000206680.1	ENST00000383953.1
chr1	92840718	92840851	+	ENSG00000207523.1	ENST00000384792.1
chr1	92846058	92846182	+	ENSG00000207022.1	ENST00000384295.1
chr1	92961857	92962441	+	ENSG00000289544.1	ENST00000690154.1
chr1	92978264	92987367	+	ENSG00000287797.1	ENST00000664771.1
chr1	93010256	93010351	+	ENSG00000252752.1	ENST00000516943.1
chr1	93026251	93026542	+	ENSG00000222664.1	ENST00000410732.1
chr1	93385710	93385817	+	ENSG00000207379.1	ENST00000384649.1
chr1	93846831	93846911	+	ENSG00000211575.3	ENST00000390220.3
chr1	93847173	93848939	+	ENSG00000260464.1	ENST00000565336.1
chr1	94145110	94145619	+	ENSG00000233482.1	ENST00000439455.1
chr1	94150737	94151080	+	ENSG00000264963.2	ENST00000577855.2
chr1	94302037	94303022	+	ENSG00000178596.10	ENST00000429913.2
chr1	95061595	95067545	+	ENSG00000230427.1	ENST00000451611.1
chr1	95120146	95138554	+	ENSG00000231992.1	ENST00000434207.1
chr1	95282232	95287702	+	ENSG00000287919.1	ENST00000661535.1
chr1	95474736	95479356	+	ENSG00000233907.1	ENST00000424943.1
chr1	95743095	95759470	+	ENSG00000271252.1	ENST00000603401.1
chr1	96225900	96226060	+	ENSG00000200800.1	ENST00000363930.1
chr1	96390651	96391393	+	ENSG00000225923.1	ENST00000439625.1
chr1	96418593	96418933	+	ENSG00000234422.1	ENST00000362030.3
chr1	96446929	96448318	+	ENSG00000228502.1	ENST00000415278.1
chr1	96583208	96583527	+	ENSG00000241992.3	ENST00000460344.3
chr1	97545700	97546958	+	ENSG00000228057.1	ENST00000425785.1
chr1	97585861	97586294	+	ENSG00000226128.1	ENST00000457466.1
chr1	97774668	97775026	+	ENSG00000230718.1	ENST00000441166.1
chr1	97855574	97856825	+	ENSG00000270911.1	ENST00000604863.1
chr1	98076999	98077468	+	ENSG00000233557.2	ENST00000448700.2
chr1	98210746	98272658	+	ENSG00000226053.1	ENST00000418344.1
chr1	99008217	99008474	+	ENSG00000227034.1	ENST00000457507.1
chr1	99464377	99464776	+	ENSG00000233983.2	ENST00000432923.2
chr1	99698241	99699178	+	ENSG00000223656.1	ENST00000434734.1
chr1	99791661	99791753	+	ENSG00000202254.1	ENST00000365384.1
chr1	99842609	99842761	+	ENSG00000231996.1	ENST00000412047.1
chr1	99978938	99979045	+	ENSG00000212248.1	ENST00000390946.1
chr1	100099238	100099490	+	ENSG00000226952.1	ENST00000443135.1
chr1	100196815	100197051	+	ENSG00000271415.1	ENST00000603820.1
chr1	100213292	100213670	+	ENSG00000225169.1	ENST00000440440.1
chr1	100220487	100253414	+	ENSG00000285530.1	ENST00000648283.1
chr1	100249089	100249311	+	ENSG00000230287.3	ENST00000435545.1
chr1	100281240	100281308	+	ENSG00000207750.1	ENST00000385017.1
chr1	100344476	100345242	+	ENSG00000223906.1	ENST00000446055.1
chr1	100538138	100542021	+	ENSG00000181656.7	ENST00000315033.5
chr1	100628229	100641723	+	ENSG00000285525.1	ENST00000648946.1
chr1	100651946	100652267	+	ENSG00000224685.1	ENST00000435130.1
chr1	100894927	100895356	+	ENSG00000273204.1	ENST00000609247.1
chr1	100995472	100996260	+	ENSG00000235795.1	ENST00000414686.1
chr1	101133152	101133339	+	ENSG00000252765.1	ENST00000516956.1
chr1	101190519	101190994	+	ENSG00000271578.1	ENST00000603646.1
chr1	101256273	101256616	+	ENSG00000228399.1	ENST00000455561.1
chr1	101859850	101859957	+	ENSG00000252717.1	ENST00000516908.1
chr1	101882515	101882894	+	ENSG00000271277.1	ENST00000603614.1
chr1	101893104	101894047	+	ENSG00000162699.5	ENST00000440278.2
chr1	103414878	103425465	+	ENSG00000230759.1	ENST00000414923.1
chr1	103523561	103523879	+	ENSG00000222069.1	ENST00000410137.1
chr1	103569552	103570674	+	ENSG00000236085.1	ENST00000425123.1
chr1	103713722	103719871	+	ENSG00000227408.1	ENST00000440059.1
chr1	103926566	103927806	+	ENSG00000225191.1	ENST00000441083.1
